error_type,target,predicted
case_error,In Salisbury Square he inspected every inch of the silver Hirondel with an almost childish awe.,In Salisbury square he inspected every inch of the silver hirondel with an almost childish awe.
case_error,"""Can she Go?"" ""Go?"" scoffed Storm.","""Can she go?"" ""Go?"" scoffed Storm."
case_error,"He had, apparently, forgotten the calls of Business.","He had, apparently, forgotten the calls of business."
case_error,"They whirled round Trafalgar Square, and Storm hesitated momentarily between Cockspur Street and the Mall.","They whirled round trafalgar square, and storm hesitated momentarily between cockspur street and the mall."
case_error,"He decided on Cockspur Street, and to this day the thought of the far-reaching effects of that casual decision makes him gasp.","He decided on cockspur street, and to this day the thought of the far-reaching effects of that casual decision makes him gasp."
case_error,"Luckily the street was almost deserted, and the silver car turned completely round in a space of feet and fetched up against the kerb, facing back towards Trafalgar Square.","Luckily the street was almost deserted, and the silver car turned completely round in a space of feet and fetched up against the kerb, facing back towards trafalgar square."
case_error,"Storm jumped from his seat and ran towards the stunned man, an excited Joe hard on his heels.","Storm jumped from his seat and ran towards the stunned man, an excited joe hard on his heels."
case_error,"""He stepped out right in front of me without looking where he was going, but I only grazed him."" ""This gentleman is Captain Arden of the Special Branch,"" announced Blaythwayt pompously.","""He stepped out right in front of me without looking where he was going, but I only grazed him."" ""This gentleman is captain Arden of the special branch,"" announced Blaythwayt pompously."
case_error,"Wondering, she looked at the others.","wondering, she looked at the others."
case_error,CHAPTER VI IMMIGRATION OF THE UNGODLY Storm breakfasted with Hannassay on the morning his lordship left for his holiday.,Chapter vi Immigration of the ungodly storm breakfasted with Hannassay on the morning his lordship left for his holiday.
case_error,"""You will probably get the official intimation when you reach the Yard."" His usual abruptness of manner was conspicuously absent.","""You will probably get the official intimation when you reach the yard."" His usual abruptness of manner was conspicuously absent."
case_error,"There is a reason for that--a reason which I cannot explain to you now, but which will be clear to you when, and if, you run the gang to earth.","There is a reason for that--a reason which I cannot explain to you now, but which will be clear to you when, and if, you run the gang to Earth."
case_error,"And I could throw in my hand--I'm not a detective, and I'm not even in Special Branch regularly.","And I could throw in my hand--I'm not a detective, and I'm not even in special branch regularly."
case_error,I'm--scared of that Triangle.,I'm--scared of that triangle.
case_error,"Queer thing: sometimes I don't care, sometimes I wish I could speak.","Queer thing: Sometimes I don't care, sometimes I wish I could speak."
case_error,"Sooner or later, I think, I'll have to pay for my knowledge of it.","sooner or later, I think, I'll have to pay for my knowledge of it."
case_error,"The Triangle is supremely callous--you understand that, Captain Arden?","The triangle is supremely callous--you understand that, Captain Arden?"
case_error,"Bulsaid, the brilliant scholar, the fanatic, the unforgiving hater, the embittered, half-mad genius--Hugo Arden Bulsaid, my father!"" The Under Secretary said nothing, but the ramrod set of his giant frame was now only superficial, for Storm saw that the whole man was vibrant with tiny tremors.","Bulsaid, the brilliant scholar, the fanatic, the unforgiving hater, the embittered, half-mad genius--hugo Arden bulsaid, my father!"" The under secretary said nothing, but the ramrod set of his giant frame was now only superficial, for Storm saw that the whole man was vibrant with tiny tremors."
case_error,"""But you hate him."" ""I hate him, I think, more than I had ever believed it was possible to hate a man,"" said Hannassay with a cold gentleness that was like the caress of vitriol.","""But you hate him."" ""I hate him, I think, more than I had ever believed it was possible to hate a man,"" said Hannassay with a cold gentleness that was like the caress of Vitriol."
case_error,"but for one thing."" Storm pitched the stump of his cigarette into a flowerpot and buttoned his coat.","But for one thing."" Storm pitched the stump of his cigarette into a flowerpot and buttoned his coat."
case_error,"""_Au revoir_,"" said Storm, but Hannassay's head made a slight, half-amused negative movement.","""_AU revoir_,"" said Storm, but Hannassay's head made a slight, half-amused negative movement."
case_error,"Good-bye!"" Storm drove back to New Scotland Yard, and found the indefatigable Teal waiting for him.","Good-bye!"" Storm drove back to new Scotland yard, and found the indefatigable teal waiting for him."
case_error,"""Those files of the _Record_ arrived yet?"" ""They're at the bottom."" Storm swept the chaos to one side and opened the package which lay beneath.","""Those files of the _record_ arrived yet?"" ""They're at the bottom."" Storm swept the chaos to one side and opened the package which lay beneath."
case_error,"""You read this, Teal,"" he observed after a while, ""and then tell Uncle Joe to give up literature as a career.","""You read this, teal,"" he observed after a while, ""and then tell Uncle Joe to give up literature as a career."
case_error,"He's no idea what budding authors have to put up with!"" The commentary was one of the most scathing Storm had ever read.","He's no idea what budding authors have to put up with!"" The commentary was one of the most scathing storm had ever read."
case_error,"There was one paragraph: We are, frankly, amazed that a firm of such standing as Messrs.","There was one paragraph: We are, frankly, amazed that a firm of such standing as messrs."
case_error,"The tirade concluded with these words: There is, we know, a great freedom allowed to the printed word, but this freedom was originated that social problems might be clearly and adequately discussed, and that reforms, where necessary, might be suggested without fear.","The tirade concluded with these words: there is, we know, a great freedom allowed to the printed word, but this freedom was originated that social problems might be clearly and adequately discussed, and that reforms, where necessary, might be suggested without fear."
